mine_id,mine_name,State,latitude,longitude,mine_type,resource_extracted,depth(m),accident_date,killed,injured,remarks,temperature,humidity,wind_speed,weather_desc,AQI,CO,NO2,SO2,PM2.5,PM10,Slope_Angle,Groundwater_Level,Seismic_Activity
MINE466,Ramagundam Opencast Mine ,Telangana,18.6976,79.5352,opencast,,150,23.6.2017,1,0,"While a supervisor was going on an   overburden bench of an opencast coal mine towards a shovel, a 100T dumper,   which was going towards the same shovel for taking load, ran over the   supervisor, killing him on the spot",29.46,44,broken clouds,1.2,2,607.49,13.54,6.62,21.68,33.57,1.34845697043096,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE467,Gorumahisani Iron Ore Mine,Odisha,22.3367,86.2742,opencast,iron ore,150,11.5.2017,2,0,Loaded tipper transporting iron ore   crossed the berm at the turning on the left side of the haul road and toppled   down causing fatal injury to two persons,26.05,58,overcast clouds,1.29,5,1174.93,45.93,82.02,89.42,103.35,4.090759101087982,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE468,Srinivasa Granite Mine,Andhra pradesh,16.05447222222222,80.01447222222222,opencast,Granite,150,9.5.2017,3,0,"The accident occurred at the 3rd bench   of Pit No-II section of the opencast workings of the mine, when a mineral   block of granite having a dimension of 2.8m x 1.8m x 1.2m was accidently hit   by the rear end of the excavator working on the adjacent east side of this   block and fell over the three persons who were apparently sitting on the   other side of this block",25.63,80,scattered clouds,2.25,2,313.76,2.96,0.77,20.31,29.25,0.96504178858448,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE469,Ravindrakhani No. 8 Incline Mine,Telangana,18.8958,79.4917,underground,coal,450,3.5.2017,1,1,While six persons were engaged in   unloading of 25mm TOR Steel Rod bundles of about 5 tonne weight from truck at   area store,29.77,43,overcast clouds,0.86,2,500.68,15.25,17.88,17.49,26.85,2.697094630981675,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE470,Baround Opencast Mine,Telangana,18.84413888888889,79.49713888888888,opencast,coal,150,5.4.2017,1,0,Truck driver was moving in a attempt to   escape away from the near side of a moving pay loader operated in reverse   direction at an abnormal speed,29.86,43,overcast clouds,0.89,2,500.68,15.25,17.88,17.49,26.85,3.913978145997291,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE471,Bhurkunda  Colliery,Jharkhand,23.7461,85.5831,opencast,coal,150,5.4.2017,1,0,Hitting by flying fragment(s) ejected   during blasting operation,26.34,10,overcast clouds,2.06,4,567.44,7.45,4.41,51.85,68.37,4.785132365119876,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE472,Gouthamkhani Opencast Mine,Telangana,17.2615,80.3738,opencast,coal,150,2.4.2017,1,0,"While a contractorâ€™s workman   unauthorisedly drove a tractor inside an opencast workings, which is   prohibited by order, it toppled hitting a boulder on the berm of a haulroad",27.37,67,overcast clouds,2.95,2,377.18,9.43,11.09,20.93,30.02,3.054863482046456,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE473,Nawada-Purnadih Stone Mine,Jharkhand,24.87888888888889,85.54136111111112,opencast,coal,150,1.4.2017,1,0,"While a 6-tonne tipper, loaded with   blasted rock, was moving up in a haul road having gradient of about 1 in 10,   it suddenly fell from the edge of haul road to a depth of about 18m to the   bed of quarry",25.78,10,clear sky,2.21,4,787.74,9.68,16.45,73.45,89.31,3.064178110269372,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE474,Pavitra Dharati Stone Quarry,Madhya Pradesh,22.68733333333333,74.7705,opencast,stone quarry,100,20.3.2017,1,0,"While a driller was drilling shot holes   with jack hammer drill in an opencast stone mine, standing on a ledge of 0.7m   wide and 3.5m high, without anchoring his safety belt",28.73,29,few clouds,4.05,3,473.98,3.0,2.35,37.25,41.68,10.31774520968301,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE475,Ostapal Chromite Mine,Odisha,21.0574,85.7895,opencast,chromite,150,24.1.2017,1,0,"While connecting flexible water hose to   the pipe at water tank, suddenly all the side walls of the water tank   collapsed and one of its side wall fell down on the deceased.",24.52,70,clear sky,1.21,3,500.68,6.86,3.22,27.4,36.56,4.071366718417833,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.3, Depth: 341.857km, Time: 2025-04-02 15:45:26.667000"
MINE476,Chikla Manganese Mine,Maharashtra,21.55086111111111,79.75127777777777,opencast,Manganese,150,20.1.2017,1,0,Fall of person,26.82,24,few clouds,1.39,4,507.36,3.17,2.8,50.89,54.7,2.721664738316103,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE477,Mehsana Drilling Mine,Gujarat,23.56475,72.37158333333333,opencast,oil/gas,150,19.1.2017,1,0,"While cracking drill string joint,   safety line of power tong got snapped & power tong hit the victim. He   fell down on derrick floor & was found unconscious/motionless",27.85,12,clear sky,2.94,3,467.3,10.8,4.59,28.59,59.77,2.780288515528755,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000 | Mag: 4.3, Depth: 52.02km, Time: 2025-04-02 00:19:27.488000"
MINE478,Kaniha Opencast Mine,Odisha,21.07880555555555,85.04097222222222,opencast,coal,150,11.1.2017,1,0,While a person getting down from the   top of the water tanker slipped and fell down on to the ground and run over   by adjacent water tanker,24.57,73,few clouds,2.99,3,447.27,5.57,3.13,27.63,35.76,4.378896419866225,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE479,Dudhichua Opencast Project,Uttar Pradesh,24.1167,82.7167,opencast,coal,150,3.1.2017,1,0,"While reversing back a grader the   victim was overrun, causing fatality at the spot.",23.49,16,scattered clouds,1.37,4,540.73,5.1,1.97,51.74,56.15,2.031525425353211,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE480,Lalmatia open cast coal mine ,Jharkhand,24.4167,87.5167,opencast,coal,150,29.12.2016,17,2,A   massive mound of earth came crashing down on excavators,27.16,9,broken clouds,1.47,5,794.41,9.85,9.78,82.06,104.56,6.864003944199335,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE481,Prakasham Khani Opencast Mine,Telangana,17.968,80.78561111111111,opencast,stone quarry,150,26.12.2016,1,0,"While a 100T dumper was being driven   negligently on a haul road, itâ€™s cabin protruded into the left side rear   bucket of another 100T dumper parked aside on the haul road due to which the   person driving the 100T dumper succumbed instantaneously.",27.65,66,broken clouds,2.08,3,333.79,3.26,9.66,27.76,36.32,1.949337924507627,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE482,Bharatpur Opencast Project,Odisha,20.9575,85.1289,opencast,coal,150,02.12.2016,1,0,"While a person was checking the Right   Hand Side T-rod of the main leaf-spring of a tipper which was being loaded by   an excavator, he was suddenly hit by the excavator bucket causing grievous   injuries to head, lungs, and inguinal region to which he is succumbed after   about 30 m i n u te s",24.48,74,few clouds,2.61,3,534.06,6.34,1.82,31.15,39.92,16.09382063731574,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE483,Vindya Underground Mine,Chattisgarh,23.33580555555556,80.90575000000001,underground,coal,300,26.11.2016,1,0,"While a driller alongwith two other   persons was walking in the gallery of a belowground coal mine, coal measuring   about 1.95m X 1m to 1.3m X 0.25m to 0.4m thick parted from the side and hit   the driller due to which he fell down on the floor of the gallery",24.62,26,overcast clouds,1.23,4,540.73,5.91,2.21,56.5,63.78,2.780288515528755,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE484,Pali Underground Mine,Chattisgarh,22.3775,82.3255,underground,coal,300,28.11.2016,1,0,"While a person was getting down from   the trailer through an iron staircase, the staircase slipped and he fell down   over the staircase causing fatal injury",27.32,17,overcast clouds,2.32,4,473.98,1.8,3.99,62.72,66.19,0.0,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE485,Manuguru Opencast Mine,Telangana,17.9312,80.8266,opencast,coal,150,18.4.2016,2,0,"While a Sirdar and Shot-firer were   inspecting the blasted face in a depillaring district of a belowground coal   mine, suddenly fall in the goaf extended into the nearby gallery upto about   12m and trapped the Sirdar who succumbed to injuries instantly whereas the   Shot-firer escaped unhurt",27.67,67,broken clouds,2.04,2,337.12,5.27,7.33,21.53,29.6,3.458998524393501,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE486,Shanthi Khani Coal Mine,Telangana,19.0444,79.5178,underground,coal,300,13.4.2016,3,1,"While a chute operator was loading   tipper by standing near the operating panel located below the bunker, the   hopper plates got dislodged at welded joints",29.51,43,overcast clouds,1.25,2,387.19,10.45,6.74,13.03,20.41,3.083271938038183,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE487,SHANKARPUR,West Bengal,21.6391458,87.5741159,opencast,coal,150,19.12.2015,1,0,Mine roof collapsed,25.91,84,broken clouds,4.27,2,327.11,1.95,0.7,12.02,19.39,0.9274099368611016,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.3, Depth: 341.857km, Time: 2025-04-02 15:45:26.667000"
MINE488,AMLOHRI OCP,Madhya Pradesh,24.125,82.5994,opencast,coal,150,19.12.2015,1,0,Hit by Dumpers,22.9,15,broken clouds,1.03,4,520.71,3.77,2.09,59.5,63.84,21.55062615475973,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE489,GELEKI PRODUCTION OIL MINE,Assam,26.817,94.7,underground,petroleum,700,18.12.2015,1,0,Fall of Person from Height/into Depth,23.17,45,broken clouds,1.64,5,1054.76,16.97,2.3,112.98,130.89,2.077610755637687,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.3, Depth: 341.857km, Time: 2025-04-02 15:45:26.667000"
MINE490,RAMPURA AGUCHA LEAD & ZINC OPEN   CAST MIN,Rajasthan,25.833,74.733,opencast,lead,150,14.12.2015,1,0,Hit by Dumpers,23.61,22,clear sky,1.17,3,387.19,7.8,2.68,28.87,52.66,2.121016089592423,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE491,SOHAGPUR WEST,Madhya Pradesh,23.2386,81.2861,opencast,coal,150,08.12.2015,1,0,Fall of Objects including Rolling   Objects,23.52,26,broken clouds,1.33,4,614.17,7.37,1.89,65.29,73.07,5.898869220758116,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE492,AMALGAMATED KESHALPUR-WEST MUDIDIH,Jharkhand,23.8044363,86.31800204554327,opencast,coal,150,05.12.2015,1,0,Hit by Dumpers,28.1,10,overcast clouds,0.85,4,554.09,6.68,7.39,53.4,72.45,2.958752796327834,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE493,TANDSI 1/2 COLLIERY,Maharashtra,21.573,78.921,underground,coal,300,03.12.2015,1,0,Run Over by Transportation Machinery,28.18,34,broken clouds,0.59,4,567.44,3.94,4.35,63.73,68.92,4.079001090092752,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE494,PRAKASHAM KHANI OPENCAST MINE,Telangana,18.436,79.938,opencast,coal,150,30.11.2015,1,0,Hit by Dumpers,28.08,47,few clouds,2.63,2,453.95,4.8,1.21,17.44,24.25,0.977573032232488,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE495,MIDWEST GRANITE MINE,Andhra pradesh,15.9129,79.74,opencast,Granite,150,29.11.2015,1,0,Due to Electricity,26.47,77,clear sky,2.13,2,293.73,1.82,0.4,20.54,29.24,2.942290479419107,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE496,KAYAD UNDERGROUND MINE,Rajasthan,26.283,74.733,underground,zinc,150,28.11.2015,1,0,Fall of Roof,23.85,11,clear sky,2.85,3,370.5,5.23,3.13,28.67,54.64,2.122941809134014,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE497,CHURCHA WEST,Chattisgarh,23.14,82.587,both,coal,800,26.11.2015,1,0,Fall of Sides,24.83,14,overcast clouds,1.19,4,487.33,7.97,10.13,55.72,61.06,3.704791833671086,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE498,BHARATPUR PROJECT,Odisha,20.9250694,85.1326681,opencast,coal,300,22.11.2015,1,0,Hit by Drilling Machines,24.43,74,clear sky,2.36,3,534.06,6.34,1.82,31.15,39.92,1.358513459816457,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE499,MOHANPUR,West Bengal,21.832377,87.38920667831897,opencast,coal,300,21.11.2015,1,0,Run Over by Wheeled Trackless,24.48,90,few clouds,3.16,2,387.19,3.9,1.77,14.37,23.04,1.363028160379932,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.3, Depth: 341.857km, Time: 2025-04-02 15:45:26.667000"
MINE500,KHAS KAJORA,West Bengal,23.6279738,87.1949619,opencast,iron ore,300,12.11.2015,1,0,Fall of Roof,27.21,56,few clouds,2.89,5,1001.36,23.31,11.21,79.99,105.96,2.225925765805473,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.3, Depth: 341.857km, Time: 2025-04-02 15:45:26.667000"
MINE501,TANTRA-RAIKELA & BANDHAL IRON   MINE,Odisha,21.945,85.147,opencast,iron ore,300,08.11.2015,1,0,Fall of Sides,25.2,57,overcast clouds,1.28,5,1134.87,40.44,61.99,127.7,139.05,8.128218116052919,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE502,Thoria Marble Mine,Rajasthan,25.076,73.88,opencast,marble,300,31.10.2015,1,0,Fall of Objects including Rolling   Objects,23.83,12,clear sky,2.87,3,380.52,6.08,5.07,31.11,53.69,0.9274099368729609,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE503,JEENAGORA,Jharkhand,23.785,86.182,opencast,marble,300,23.10.2015,1,0,Hit by Dumpers,27.89,10,overcast clouds,1.24,4,580.79,6.94,6.56,54.83,71.92,2.112877123896765,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE504,ARASU I MAGNESITE MINE,Tamil Nadu,11.437,78.167,opencast,Manganese,300,21.10.2015,1,0,Fall of Sides,25.5,81,broken clouds,1.88,1,390.53,7.45,7.63,7.47,9.63,1.854334168829563,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE505,P.B.PROJECT,Jharkhand,23.66,85.596,opencast,coal,300,20.10.2015,1,0,Hit by Other Heavy Earth Moving   Machinery,26.72,10,overcast clouds,2.03,4,567.44,7.45,4.41,51.85,68.37,3.437331074909611,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
